价格,网址,商品名称,裸机重量,厚度,屏幕尺寸,待机时长,屏幕色域,系统,显存,内存,硬盘,显卡
4999.0,//item.jd.com/100013483267.html,小米RedmiBook Pro 15,none,15.1-18.0mm,15.0-15.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
15899.0,//item.jd.com/100010793475.html,联想拯救者R9000K,none,20.0mm以上,16.0-16.9英寸,none,100%sRGB,Windows 10 带Office,none,32GB,none,RTX3080
6199.0,//item.jd.com/100011431721.html,机械革命Z3 Air,1.5-2kg,20.0mm以上,15.0-15.9英寸,小于5小时,100%sRGB,Windows 10 不带Office,none,16GB,none,RTX3050
11999.0,//item.jd.com/100016724490.html,none,none,none,none,none,none,none,none,none,none,none
5299.0,//item.jd.com/100021150248.html,华硕无畏Pro14 标压锐龙版,none,15.1-18.0mm,14.0-14.9英寸,none,DCI-P3,Windows 10 不带Office,none,16GB,none,none
5499.0,//item.jd.com/100020877742.html,联想小新Air14Plus,none,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,MX450
6999.0,//item.jd.com/100021349706.html,宏碁暗影骑士·龙,none,20.0mm以上,15.0-15.9英寸,none,72%NTSC,其他,none,16GB,none,RTX3050
6999.0,//item.jd.com/100011175665.html,联想小新Pro,none,15.1-18.0mm,16.0-16.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,GTX1650
4988.0,//item.jd.com/100013759311.html,华为MateBook D,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,8GB,none,none
7999.0,//item.jd.com/100011190725.html,惠普16-b0005TX,none,20.0mm以上,16.0-16.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,RTX3060
6969.0,//item.jd.com/100025932106.html,华硕天选2,2-2.5kg,20.0mm以上,15.0-15.9英寸,none,45%NTSC,Windows 10 不带Office,none,16GB,none,RTX3050
8799.0,//item.jd.com/100012301235.html,机械革命蛟龙,2-2.5kg,20.0mm以上,17.3英寸,小于5小时,100%sRGB,Windows 10 不带Office,none,16GB,none,RTX3060
4189.0,//item.jd.com/10031299389342.html,华硕（ASUS）V4200EA,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,none,Windows 10 不带Office,none,16GB,none,none
9999.0,//item.jd.com/100026000270.html,ROG魔霸新锐,2-2.5kg,20.0mm以上,15.0-15.9英寸,小于5小时,none,Windows 10 不带Office,none,16GB,none,RTX3060
6799.0,//item.jd.com/100012684487.html,荣耀猎人HONOR HUNTER V700,2-2.5kg,18.1-20.0mm,16.0-16.9英寸,小于5小时,100%sRGB,Windows 10 带Office,none,16GB,none,RTX2060
6499.0,//item.jd.com/100014373843.html,荣耀HYM-W76,1.5-2kg,18.1-20.0mm,16.0-16.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,GTX1650
5499.0,//item.jd.com/100019543670.html,联想小新Pro,1-1.5kg,15.0mm及以下,14.0-14.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
5899.0,//item.jd.com/100022003020.html,神舟Z7-TA5NS,2-2.5kg,20.0mm以上,15.0-15.9英寸,none,none,Windows 10 不带Office,none,16GB,none,RTX3050
5388.0,//item.jd.com/100017048040.html,华为MateBook D,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
6199.0,//item.jd.com/100021802488.html,ThinkPadThinkBook 15,1.5-2kg,15.1-18.0mm,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,MX450
9999.0,//item.jd.com/100021965280.html,联想拯救者Y9000P,none,20.0mm以上,16.0-16.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,RTX3060
6699.0,//item.jd.com/100021976300.html,联想Yoga,1-1.5kg,15.0mm及以下,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,MX450
6999.0,//item.jd.com/100026163664.html,华为MateBook 13s,1-1.5kg,15.1-18.0mm,13.0-13.9英寸,none,100%sRGB,Windows 10,none,16GB,none,集成显卡
7288.0,//item.jd.com/100024403104.html,华为MateBook 14,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
7499.0,//item.jd.com/100024398906.html,机械革命蛟龙,1.5-2kg,20.0mm以上,15.0-15.9英寸,小于5小时,72%NTSC,Windows 10 不带Office,none,16GB,none,RTX3060
6599.0,//item.jd.com/100015691166.html,惠普ZHAN 66 Pro 14 G4,1-1.5kg,18.1-20.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
5999.0,//item.jd.com/100021802458.html,ThinkPadThinkBook 14,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,MX450
5099.0,//item.jd.com/100016777694.html,戴尔Ins 15-3501,none,18.1-20.0mm,15.0-15.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
4999.0,//item.jd.com/100014616589.html,ThinkPadThinkBook 15,1.5-2kg,15.1-18.0mm,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
4499.0,//item.jd.com/100015781264.html,none,none,none,none,none,none,none,none,none,none,none
7799.0,//item.jd.com/100026269866.html,华硕灵耀Pro14,none,其他,14.0-14.9英寸,none,DCI-P3,Windows 10 带Office,none,16GB,none,RTX3050
6399.0,//item.jd.com/100025288126.html,华为MateBook D,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
5999.0,//item.jd.com/100014195837.html,华硕无畏Pro14,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,DCI-P3,Windows 10 带Office,none,16GB,none,none
6399.0,//item.jd.com/100011658641.html,宏碁暗影骑士,none,20.0mm以上,15.0-15.9英寸,none,72%NTSC,其他,none,16GB,none,RTX3050
7299.0,//item.jd.com/100024403122.html,华为MateBook 14,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,集成显卡
6199.0,//item.jd.com/100021592020.html,微星武士GF系列,none,20.0mm以上,15.0-15.9英寸,none,72%NTSC,Windows 10 不带Office,none,16GB,none,RTX3050
7999.0,//item.jd.com/100026163644.html,华为MateBook 13s,1-1.5kg,15.1-18.0mm,13.0-13.9英寸,none,100%sRGB,Windows 10,none,16GB,none,集成显卡
9999.0,//item.jd.com/100011742405.html,ROG幻13,1-1.5kg,15.1-18.0mm,13.0-13.9英寸,none,none,Windows 10 不带Office,none,16GB,none,RTX3050Ti
4499.0,//item.jd.com/100018838168.html,戴尔Ins 14-5405-R2602S,none,15.1-18.0mm,14.0-14.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
4999.0,//item.jd.com/100017442148.html,ThinkPadE14,1.5-2kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,8GB,none,none
5299.0,//item.jd.com/100021942376.html,小米15寸 5,none,15.1-18.0mm,15.0-15.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
6599.0,//item.jd.com/100025794908.html,华硕天选,2-2.5kg,20.0mm以上,15.0-15.9英寸,小于5小时,none,Windows 10 不带Office,none,16GB,none,RTX3050
7499.0,//item.jd.com/100023344966.html,戴尔G15 5511,none,20.0mm以上,15.0-15.9英寸,none,none,Windows 10 带Office,none,16GB,none,RTX3050
6899.0,//item.jd.com/100022426394.html,华硕天选,2-2.5kg,20.0mm以上,15.0-15.9英寸,none,45%NTSC,Windows 10 不带Office,none,16GB,none,RTX3050Ti
6999.0,//item.jd.com/100014017199.html,华为MateBook 13s,1-1.5kg,15.1-18.0mm,13.0-13.9英寸,none,100%sRGB,Windows 10,none,16GB,none,集成显卡
6499.0,//item.jd.com/100015419352.html,荣耀猎人HONOR HUNTER V700,2-2.5kg,18.1-20.0mm,16.0-16.9英寸,小于5小时,100%sRGB,Windows 10 带Office,none,16GB,none,1660Ti
5499.0,//item.jd.com/10033909772792.html,ThinkPad联想ThinkBook14,1.5-2kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
5099.0,//item.jd.com/100016777700.html,戴尔Vostro 14-3400,none,18.1-20.0mm,14.0-14.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
6999.0,//item.jd.com/100011483889.html,ThinkPadThinkBook 15,1.5-2kg,15.1-18.0mm,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,MX450
6299.0,//item.jd.com/100022195792.html,联想YOGA,none,15.1-18.0mm,14.0-14.9英寸,none,72%NTSC,Windows 10 带Office,none,16GB,none,none
6599.0,//item.jd.com/100012301257.html,神舟S7T- TA7NP,none,20.0mm以上,15.0-15.9英寸,小于5小时,none,Windows 10 不带Office,none,16GB,none,RTX3050Ti
6399.0,//item.jd.com/100022003014.html,神舟Z7-TA7NP,2-2.5kg,20.0mm以上,15.0-15.9英寸,小于5小时,none,Windows 10 不带Office,none,16GB,none,RTX3050
4699.0,//item.jd.com/10025743152718.html,华硕（ASUS）华硕（ASUS）VivoBook14X,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,45%NTSC,Windows 10 带Office,none,16GB,none,MX330
4899.0,//item.jd.com/100022974648.html,宏碁非凡S3,1-1.5kg,15.1-18.0mm,13.0-13.9英寸,none,100%sRGB,Windows 10 不带Office,none,16GB,none,none
5499.0,//item.jd.com/100023584910.html,神舟S7-TA5NB,none,20.0mm以上,15.0-15.9英寸,none,none,Windows 10 不带Office,none,8GB,none,RTX3050
9199.0,//item.jd.com/100013404039.html,ThinkPadP15v,none,20.0mm以上,15.0-15.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
5199.0,//item.jd.com/100019867006.html,联想小新Air,none,15.1-18.0mm,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
8999.0,//item.jd.com/100014229511.html,华硕天选,2-2.5kg,20.0mm以上,15.0-15.9英寸,none,DCI-P3,Windows 10 不带Office,none,16GB,none,RTX3060
5299.0,//item.jd.com/10030429992208.html,惠普（HP）青春版15s,1.5-2kg,15.1-18.0mm,15.0-15.9英寸,none,45%NTSC,Windows 10 带Office,none,16GB,none,none
6469.0,//item.jd.com/100021647678.html,雷神911Air星战,2-2.5kg,20.0mm以上,15.0-15.9英寸,5-7小时,none,Windows 10 不带Office,none,16GB,none,RTX3050
8999.0,//item.jd.com/100012562033.html,戴尔Ins 15-7510-R1845S,none,15.1-18.0mm,15.0-15.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
8499.0,//item.jd.com/100023584840.html,机械革命蛟龙,2-2.5kg,20.0mm以上,17.3英寸,小于5小时,100%sRGB,Windows 10 不带Office,none,16GB,none,RTX3060
6199.0,//item.jd.com/100016514926.html,ThinkPadE14,1.5-2kg,15.1-18.0mm,14.0-14.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
3499.0,//item.jd.com/100022962610.html,none,none,none,none,none,none,none,none,none,none,none
8299.0,//item.jd.com/100026511974.html,华硕灵耀Pro16,1.5-2kg,15.1-18.0mm,16.0-16.9英寸,none,DCI-P3,Windows 10 带Office,none,16GB,none,RTX3050Ti
5499.0,//item.jd.com/100021707422.html,神舟Z7-TA5NA,2-2.5kg,20.0mm以上,15.0-15.9英寸,none,none,Windows 10 不带Office,none,8GB,none,RTX3050
4699.0,//item.jd.com/100026243826.html,华硕a豆,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,集成显卡
4799.0,//item.jd.com/100016777696.html,戴尔Ins 15-3501,none,18.1-20.0mm,15.0-15.9英寸,none,none,Windows 10 带Office,none,16GB,none,MX330
8499.0,//item.jd.com/100023979512.html,戴尔Ins 15-7510-R1745S,none,15.1-18.0mm,15.0-15.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
4999.0,//item.jd.com/100025195628.html,华硕VivoBook 15X,1.5-2kg,15.1-18.0mm,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
9949.0,//item.jd.com/100012032157.html,华为MateBook X Pro,1-1.5kg,15.0mm及以下,13.0-13.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
7799.0,//item.jd.com/100011551115.html,联想拯救者Y7000,none,20.0mm以上,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,RTX3050
11499.0,//item.jd.com/100021647674.html,机械革命钛钽,2-2.5kg,20.0mm以上,17.3英寸,小于5小时,100%sRGB,Windows 10 不带Office,none,16GB,none,RTX3070
4799.0,//item.jd.com/10036795782396.html,联想（Lenovo）Ideapad 15s,1.5-2kg,none,15.0-15.9英寸,none,none,Windows 10 带Office,none,8GB,none,MX350
6999.0,//item.jd.com/100013847351.html,华为MateBook 13,1-1.5kg,15.0mm及以下,13.0-13.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
9969.0,//item.jd.com/100009641633.html,ThinkPadX1 Nano,小于1kg,15.0mm及以下,13.0-13.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
5899.0,//item.jd.com/100021764540.html,神舟Z7T-TA5NS,2-2.5kg,20.0mm以上,15.0-15.9英寸,小于5小时,none,Windows 10 不带Office,none,16GB,none,RTX3050Ti
9499.0,//item.jd.com/100009464821.html,AppleMacBook Pro 13.3,1-1.5kg,15.1-18.0mm,13.0-13.9英寸,none,DCI-P3,MacOS,none,8GB,none,none
4699.0,//item.jd.com/100024680722.html,联想扬天 S15,1.5-2kg,15.1-18.0mm,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
5499.0,//item.jd.com/100025776788.html,华硕VivoBook 15,1.5-2kg,15.1-18.0mm,15.0-15.9英寸,none,45%NTSC,Windows 10 不带Office,none,16GB,none,none
6499.0,//item.jd.com/100023485336.html,宏碁传奇,none,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,其他,none,16GB,none,RTX3050
5499.0,//item.jd.com/100011483891.html,ThinkPadThinkBook 14,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
5999.0,//item.jd.com/100019549498.html,联想小新Pro,1-1.5kg,15.0mm及以下,14.0-14.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
5799.0,//item.jd.com/100016777692.html,戴尔Ins 15-3501,none,18.1-20.0mm,15.0-15.9英寸,none,none,Windows 10 带Office,none,16GB,none,MX330
10899.0,//item.jd.com/100009536763.html,AppleMacBook Pro 13.3,1-1.5kg,15.1-18.0mm,13.0-13.9英寸,none,DCI-P3,MacOS,none,16GB,none,none
4699.0,//item.jd.com/100011526087.html,小米14-5,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
5199.0,//item.jd.com/100021150228.html,华硕无畏Pro14 标压锐龙版,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,DCI-P3,Windows 10 不带Office,none,16GB,none,none
4799.0,//item.jd.com/100014488372.html,神舟战神,2-2.5kg,20.0mm以上,15.0-15.9英寸,小于5小时,none,Windows 10 不带Office,none,8GB,none,GTX1650
8699.0,//item.jd.com/100021965308.html,联想拯救者Y7000P,none,20.0mm以上,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,RTX3060
7546.0,//item.jd.com/10031056034683.html,联想（Lenovo）小新Pro16,1.5-2kg,15.1-18.0mm,16.0-16.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,RTX3050
4489.0,//item.jd.com/10025621720527.html,none,none,none,none,none,none,none,none,none,none,none
13999.0,//item.jd.com/100024053514.html,ROG魔霸5R Plus,大于2.5kg,20.0mm以上,17.3英寸,小于5小时,DCI-P3,Windows 10 不带Office,none,16GB,none,RX6800M
10499.0,//item.jd.com/100012969215.html,华硕FA506QR（天选2）,2-2.5kg,20.0mm以上,15.0-15.9英寸,小于5小时,DCI-P3,Windows 10 不带Office,none,16GB,none,RTX3070
6299.0,//item.jd.com/10026505315633.html,none,none,none,none,none,none,none,none,none,none,none
4299.0,//item.jd.com/100025776784.html,联想威6-15 ITL,1.5-2kg,18.1-20.0mm,15.0-15.9英寸,none,none,Windows 10 带Office,none,8GB,none,MX450
5899.0,//item.jd.com/100020733706.html,戴尔Ins 14-5418-R1628S,none,18.1-20.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,MX450
5999.0,//item.jd.com/100025327966.html,戴尔Ins 15-5518-R2608S,none,18.1-20.0mm,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
6799.0,//item.jd.com/100026518836.html,华硕无畏Pro15,1.5-2kg,15.1-18.0mm,15.0-15.9英寸,none,none,Windows 10,none,16GB,none,RTX3050
6799.0,//item.jd.com/100014456217.html,机械革命Z3 Air,1.5-2kg,20.0mm以上,15.0-15.9英寸,小于5小时,100%sRGB,Windows 10 不带Office,none,16GB,none,RTX3050Ti
7599.0,//item.jd.com/100014669615.html,none,none,none,none,none,none,none,none,none,none,none
7499.0,//item.jd.com/100025327964.html,戴尔Ins 15-5518-R2828S,none,18.1-20.0mm,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,MX450
9999.0,//item.jd.com/69822495174.html,ThinkPadThinkPad X1 carbon,none,none,none,none,none,none,none,none,none,none
6299.0,//item.jd.com/100013483269.html,none,none,none,none,none,none,none,none,none,none,none
4999.0,//item.jd.com/100021725644.html,ThinkPadE14,1.5-2kg,15.1-18.0mm,14.0-14.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
5899.0,//item.jd.com/100025908780.html,华为MateBook 14,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,8GB,none,none
6999.0,//item.jd.com/100011483895.html,ThinkPadThinkBook 14,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,MX450
6999.0,//item.jd.com/100011249641.html,华硕天选,2-2.5kg,20.0mm以上,15.0-15.9英寸,none,none,Windows 10 不带Office,none,16GB,none,RTX3050Ti
7099.0,//item.jd.com/100008893791.html,惠普战66四代高性能轻薄商务本15英寸,1.5-2kg,18.1-20.0mm,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
5299.0,//item.jd.com/100025373940.html,小米小米笔记本Pro 14,none,15.1-18.0mm,14.0-14.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
6599.0,//item.jd.com/100023819996.html,华硕天选,2-2.5kg,20.0mm以上,15.0-15.9英寸,none,none,Windows 10 不带Office,none,16GB,none,RTX3050
6866.0,//item.jd.com/10031075001520.html,none,none,none,none,none,none,none,none,none,none,none
3699.0,//item.jd.com/100022082610.html,华硕Redolbook14,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,none,Windows 10 不带Office,none,8GB,none,none
7899.0,//item.jd.com/100020318814.html,华硕天选,2-2.5kg,20.0mm以上,15.0-15.9英寸,none,none,Windows 10 不带Office,none,16GB,none,RTX3060
5299.0,//item.jd.com/100011476857.html,ThinkPadThinkBook 14,1-1.5kg,15.1-18.0mm,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
5499.0,//item.jd.com/100021647670.html,none,none,none,none,none,none,none,none,none,none,none
5699.0,//item.jd.com/100021782436.html,ThinkPadThinkBook 14p,1-1.5kg,15.0mm及以下,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
14599.0,//item.jd.com/10036391105288.html,微星（MSI）GP76,大于2.5kg,20.0mm以上,17.3英寸,小于5小时,DCI-P3,Windows 10 不带Office,none,16GB,none,RTX3070
8999.0,//item.jd.com/100021548462.html,none,none,none,none,none,none,none,none,none,none,none
7499.0,//item.jd.com/100020733038.html,ThinkPadX13,none,15.1-18.0mm,13.0-13.9英寸,none,none,Windows 10 带Office,none,16GB,none,none
4599.0,//item.jd.com/100023699112.html,荣耀BMH-WFQ9HN,none,15.1-18.0mm,15.0-15.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
5699.0,//item.jd.com/100025600224.html,戴尔Vostro 13-5310-R2608N,none,其他,13.0-13.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
8299.0,//item.jd.com/100021976226.html,联想Yoga,none,15.0mm及以下,14.0-14.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,MX450
11949.0,//item.jd.com/100023181398.html,华为MateBook X Pro,1-1.5kg,15.0mm及以下,13.0-13.9英寸,none,100%sRGB,Windows 10 带Office,none,16GB,none,none
